sample_id,word_index,word,kimi_reported_status,kimi_note,ctc_start,ctc_end,kimi_start,kimi_end,human_reference,kimi_valid_time_pair,asr_start,asr_end,ctc_asr_max_difference_ms,kimi_asr_max_difference_ms,ctc_kimi_max_difference_ms
-hnBHBN8p5A__6,9,than,transcript_mismatch,"实际语音为'to follow just one vision/mission. Have you ever wondered how a single person'（base/small双模型一致），与给定词'Discussion, how to discuss ideas...'不符",4.6225,4.8825,,,False,False,,,,,
-hnBHBN8p5A__6,10,a,transcript_mismatch,"实际语音为'to follow just one vision/mission. Have you ever wondered how a single person'（base/small双模型一致），与给定词'Discussion, how to discuss ideas...'不符",5.7425,5.7625,,,False,False,4.82,5.76,922.4999999999994,,
-hnBHBN8p5A__6,11,native,transcript_mismatch,"实际语音为'to follow just one vision/mission. Have you ever wondered how a single person'（base/small双模型一致），与给定词'Discussion, how to discuss ideas...'不符",5.8825,6.0225,,,False,False,,,,,
-hnBHBN8p5A__6,12,speaker,transcript_mismatch,"实际语音为'to follow just one vision/mission. Have you ever wondered how a single person'（base/small双模型一致），与给定词'Discussion, how to discuss ideas...'不符",6.0425,6.3225,,,False,False,,,,,
-s9qJ7ATP7w__7,0,I,confirmed,无,0.5625,0.5825,0.0,0.14,False,True,0.0,0.6,562.5,459.99999999999994,562.5
-s9qJ7ATP7w__7,1,used,confirmed,无,0.6825,0.7825,0.58,0.76,False,True,0.6,0.74,82.50000000000001,20.000000000000018,102.50000000000003
-s9qJ7ATP7w__7,2,to,confirmed,无,0.8025,0.8625,0.805,0.86,False,True,0.74,0.86,62.5,65.00000000000006,2.5000000000000577
-s9qJ7ATP7w__7,3,work,confirmed,无,0.8825,0.9825,0.86,0.98,False,True,0.86,0.96,22.500000000000075,20.000000000000018,22.499999999999964
-s9qJ7ATP7w__7,4,for,confirmed,无,1.0425,1.1225,1.05,1.14,False,True,0.96,1.12,82.50000000000001,90.00000000000009,17.49999999999985
-s9qJ7ATP7w__7,5,Warren,confirmed,无,1.1625,1.4025,1.14,1.36,False,True,1.12,1.34,62.5,20.000000000000018,42.499999999999986
-s9qJ7ATP7w__7,6,"Avis,",confirmed,无,1.4425,1.6825,1.36,1.635,False,True,1.34,1.7,102.49999999999982,64.99999999999994,82.4999999999998
-s9qJ7ATP7w__7,7,the,confirmed,无,1.9225,1.9825,1.925,1.985,False,True,1.9,1.98,22.500000000000185,25.000000000000135,2.5000000000001688
-s9qJ7ATP7w__7,8,guy,confirmed,无,2.0225,2.1225,2.02,2.12,False,True,1.98,2.12,42.499999999999986,40.000000000000036,2.4999999999999467
-s9qJ7ATP7w__7,9,who,confirmed,无,2.1625,2.2225,2.12,2.23,False,True,2.12,2.24,42.499999999999986,10.000000000000231,42.499999999999986
-s9qJ7ATP7w__7,10,started,confirmed,无,2.2625,2.5225,2.325,2.38,False,True,2.24,2.38,142.50000000000006,84.99999999999997,142.50000000000006
-s9qJ7ATP7w__7,11,Avis,confirmed,无,2.5425,2.7625,2.38,2.715,False,True,2.38,2.7,162.50000000000009,14.99999999999968,162.50000000000009
-s9qJ7ATP7w__7,12,Rent,confirmed,Rent a Car连读（ASR听作Renekar），三词按音节均分，词间边界主观,2.8025,2.9625,2.795,2.853,False,True,,,,,109.49999999999972
-s9qJ7ATP7w__7,13,a,confirmed,Rent a Car连读（ASR听作Renekar），三词按音节均分，词间边界主观,2.9825,3.0025,2.853,3.007,False,True,,,,,129.49999999999972
-s9qJ7ATP7w__7,14,"Car,",confirmed,Rent a Car连读（ASR听作Renekar），三词按音节均分，词间边界主观,3.0625,3.1825,3.007,3.19,False,True,,,,,55.499999999999886
-s9qJ7ATP7w__7,15,and,confirmed,无,3.2225,3.2825,3.25,3.28,False,True,3.16,3.28,62.5,89.99999999999986,27.499999999999858
-s9qJ7ATP7w__7,16,he,confirmed,无,3.3225,3.3625,3.28,3.38,False,True,3.28,3.38,42.499999999999986,0.0,42.499999999999986
-s9qJ7ATP7w__7,17,said,confirmed,实际发音接近'sets'（said to me连读），按给定词said记录,3.4425,3.6225,3.47,3.56,False,True,,,,,62.5
-s9qJ7ATP7w__7,18,to,not_heard,said to me连读为约两个音节（双模型均听作'sets me'），未听到独立的to音节,3.6425,3.6825,,,False,False,,,,,
-s9qJ7ATP7w__7,19,me,confirmed,无,3.7025,3.7625,3.66,3.74,False,True,3.54,3.74,162.50000000000009,120.00000000000011,42.499999999999986
-s9qJ7ATP7w__7,20,one,confirmed,无,3.8825,3.9825,3.74,3.96,False,True,3.74,3.96,142.49999999999963,0.0,142.49999999999963
-s9qJ7ATP7w__7,21,"day,",confirmed,无,4.0225,4.1825,3.96,4.305,False,True,3.96,4.18,62.5,125.0,122.4999999999996
-s9qJ7ATP7w__7,22,"""Robert,",confirmed,ASR置信度低(0.13)但语图4.8-5.1秒语音段清晰,4.8225,5.1025,4.79,5.08,False,True,4.8,4.98,122.4999999999996,99.99999999999964,32.49999999999975
-s9qJ7ATP7w__7,23,"""what's",confirmed,无,5.1625,5.3425,5.18,5.28,False,True,5.2,5.34,37.50000000000053,59.99999999999961,62.5
-s9qJ7ATP7w__7,24,the,confirmed,无,5.3825,5.4425,5.365,5.45,False,True,5.34,5.44,42.500000000000426,25.000000000000355,17.50000000000007
-s9qJ7ATP7w__7,25,purpose,confirmed,无,5.5025,5.8025,5.53,5.63,False,True,5.44,5.72,82.50000000000045,89.99999999999986,172.5000000000003
-s9qJ7ATP7w__7,26,of,confirmed,无,5.8425,5.8825,5.825,5.895,False,True,5.72,5.9,122.5000000000005,105.00000000000043,17.50000000000007
-s9qJ7ATP7w__7,27,business,confirmed,无,5.9425,6.6225,5.955,6.065,False,True,5.9,6.18,442.4999999999999,114.99999999999932,557.4999999999992
-wny0OAz3g8__7,0,Omi,confirmed,人名，ASR置信低但语图双音节清晰,0.1625,0.6825,0.505,0.7,False,True,,,,,342.5
-wny0OAz3g8__7,1,and,confirmed,无,0.7425,0.8025,0.7,0.8,False,True,,,,,42.50000000000009
-wny0OAz3g8__7,2,Winant,confirmed,人名，ASR置信低但语图音节清晰,0.8225,1.0625,0.8,1.025,False,True,,,,,37.500000000000085
-wny0OAz3g8__7,3,argue,confirmed,词尾疑带/d/音（ASR听作argued），按给定词argue记录,1.1425,1.3225,1.075,1.26,False,True,,,,,67.50000000000011
-wny0OAz3g8__7,4,that,confirmed,无,1.3625,1.4425,1.26,1.46,False,True,1.26,1.44,102.50000000000003,20.000000000000018,102.50000000000003
-wny0OAz3g8__7,5,the,confirmed,无,1.4625,1.5425,1.46,1.515,False,True,1.44,1.52,22.499999999999964,20.000000000000018,27.500000000000078
-wny0OAz3g8__7,6,concept,confirmed,无,1.5825,1.9025,1.62,1.745,False,True,1.52,1.82,82.50000000000001,100.00000000000009,157.49999999999997
-wny0OAz3g8__7,7,of,confirmed,无,1.9625,2.0025,1.9,1.98,False,True,1.82,1.98,142.49999999999986,79.99999999999984,62.5
-wny0OAz3g8__7,8,race,confirmed,无,2.0625,2.2425,1.98,2.175,False,True,1.98,2.18,82.50000000000001,5.0000000000003375,82.50000000000001
-wny0OAz3g8__7,9,came,confirmed,无,2.3225,2.4625,2.37,2.42,False,True,2.18,2.42,142.49999999999963,189.99999999999994,47.50000000000032
-wny0OAz3g8__7,10,about,confirmed,无,2.5225,2.6825,2.42,2.62,False,True,2.42,2.62,102.50000000000003,0.0,102.50000000000003
-wny0OAz3g8__7,11,as,confirmed,无,2.7425,2.7825,2.62,2.68,False,True,2.62,2.78,122.50000000000006,99.99999999999964,122.50000000000006
-wny0OAz3g8__7,12,a,confirmed,无,2.8425,2.8625,2.76,2.78,False,True,2.78,2.86,62.5,80.00000000000007,82.50000000000001
-wny0OAz3g8__7,13,tool,confirmed,无,2.9225,3.1225,2.99,3.08,False,True,2.86,3.08,62.5,130.00000000000034,67.50000000000034
-wny0OAz3g8__7,14,to,confirmed,无,3.2025,3.2625,3.08,3.16,False,True,3.08,3.24,122.50000000000006,80.00000000000007,122.50000000000006
-wny0OAz3g8__7,15,justify,confirmed,无,3.3225,3.7625,3.325,3.45,False,True,3.24,3.68,82.50000000000001,229.99999999999997,312.5
-wny0OAz3g8__7,16,and,confirmed,无,3.8825,3.9625,3.66,3.84,False,True,3.68,3.92,202.4999999999997,80.00000000000007,222.4999999999997
-wny0OAz3g8__7,17,maintain,confirmed,无,4.0025,4.4025,3.9,4.125,False,True,3.92,4.3,102.50000000000003,174.99999999999983,277.4999999999999
-wny0OAz3g8__7,18,the,confirmed,无,4.5425,4.6225,4.26,4.495,False,True,4.3,4.58,242.5000000000006,84.99999999999997,282.5000000000006
-wny0OAz3g8__7,19,economic,confirmed,无,4.7025,5.0625,4.765,4.96,False,True,4.58,4.96,122.4999999999996,184.9999999999996,102.50000000000003
-wny0OAz3g8__7,20,and,confirmed,无,5.1425,5.2025,4.96,5.16,False,True,4.96,5.18,182.5000000000001,19.999999999999574,182.5000000000001
-wny0OAz3g8__7,21,political,confirmed,无,5.2425,5.6025,5.285,5.46,False,True,5.18,5.48,122.4999999999996,105.00000000000043,142.50000000000006
-wny0OAz3g8__7,22,power,confirmed,无,5.6625,5.9425,5.635,5.92,False,True,5.48,5.9,182.4999999999992,154.99999999999937,27.499999999999858
-wny0OAz3g8__7,23,held,confirmed,无,6.0425,6.2225,6.08,6.18,False,True,5.9,6.18,142.50000000000006,179.99999999999972,42.500000000000426
-wny0OAz3g8__7,24,by,confirmed,无,6.2625,6.3425,6.18,6.34,False,True,6.18,6.34,82.50000000000045,0.0,82.50000000000045
-wny0OAz3g8__7,25,those,confirmed,无,6.3825,6.5425,6.34,6.5,False,True,6.34,6.5,42.500000000000426,0.0,42.500000000000426
-wny0OAz3g8__7,26,of,confirmed,无,6.6025,6.6425,6.5,6.62,False,True,6.5,6.64,102.50000000000003,19.999999999999574,102.50000000000003
-wny0OAz3g8__7,27,European,confirmed,无,6.7025,7.0625,6.695,6.82,False,True,6.64,6.94,122.4999999999996,120.00000000000011,242.49999999999972
-wny0OAz3g8__7,28,descent,confirmed,descent起点按语图弱读音节de-调整（ASR估计6.96-7.34偏早）,7.1225,7.7625,7.11,7.42,False,True,6.94,7.34,422.50000000000034,169.99999999999994,342.5000000000002
-I_e4mIh0yE__3,0,It's,confirmed,无,0.5825,0.7225,0.525,0.78,False,True,0.0,0.76,582.5,525.0,57.49999999999999
-I_e4mIh0yE__3,1,perceived,confirmed,无,0.9225,1.4425,0.89,1.28,False,True,0.76,1.28,162.49999999999997,130.0,162.49999999999986
-I_e4mIh0yE__3,2,that,confirmed,无,1.5425,1.6625,1.28,1.47,False,True,1.28,1.64,262.49999999999994,169.99999999999994,262.49999999999994
-I_e4mIh0yE__3,3,you,confirmed,与have合读为you've,1.7025,2.0425,1.62,1.75,False,True,,,,,292.5
-I_e4mIh0yE__3,4,have,uncertain,have弱读为you've词尾/v/，边界主观，暂定,3.1025,3.3625,1.75,1.86,False,True,,,,,1502.4999999999998
-I_e4mIh0yE__3,5,actually,confirmed,actually慢读多音节，终点按语图调整,3.4225,3.7025,1.86,2.62,False,True,1.86,2.1,1602.5,520.0,1562.4999999999998
-I_e4mIh0yE__3,6,learned,uncertain,与something连读，词间边界在3.1-3.9秒间不明确（ASR建议3.94），暂定,3.8025,4.0825,2.69,3.55,False,True,2.1,3.94,1702.5000000000002,589.9999999999999,1112.5000000000002
-I_e4mIh0yE__3,7,"something,",uncertain,与learned连读，词间边界不明确，暂定,4.2625,4.6825,3.55,4.455,False,True,3.94,4.62,322.5000000000002,390.0000000000001,712.5000000000003
-I_e4mIh0yE__3,8,over,confirmed,无,5.4625,5.5825,5.04,5.335,False,True,4.62,5.56,842.5000000000002,419.99999999999994,422.50000000000034
-I_e4mIh0yE__3,9,the,confirmed,无,5.6425,5.7025,5.54,5.695,False,True,5.56,5.68,82.50000000000045,19.999999999999574,102.50000000000003
-I_e4mIh0yE__3,10,course,confirmed,无,5.7425,5.9425,5.765,5.84,False,True,5.68,5.84,102.50000000000003,84.99999999999997,102.50000000000003
-I_e4mIh0yE__3,11,of,confirmed,无,5.9625,6.0225,5.84,6.04,False,True,5.84,6.02,122.5000000000005,20.000000000000462,122.5000000000005
-I_e4mIh0yE__3,12,your,confirmed,无,6.0425,6.1625,6.04,6.135,False,True,6.02,6.12,42.49999999999954,20.000000000000462,27.499999999999858
-I_e4mIh0yE__3,13,"carreer,",confirmed,给定拼写carreer为转写笔误，实际为career,6.2225,6.4425,6.255,6.4,False,True,,,,,42.49999999999954
-I_e4mIh0yE__3,14,and,confirmed,无,6.4825,6.5425,6.4,6.54,False,True,6.4,6.54,82.49999999999957,0.0,82.49999999999957
-I_e4mIh0yE__3,15,that,confirmed,无,6.5625,6.6425,6.54,6.64,False,True,6.54,6.64,22.499999999999964,0.0,22.499999999999964
-I_e4mIh0yE__3,16,you,confirmed,无,6.6825,6.7825,6.64,6.78,False,True,6.64,6.78,42.500000000000426,0.0,42.500000000000426
-I_e4mIh0yE__3,17,won't,confirmed,无,6.8425,7.0425,6.78,7.04,False,True,6.78,7.04,62.5,0.0,62.5
-I_e4mIh0yE__3,18,make,confirmed,无,7.3425,7.5025,7.04,7.21,False,True,7.04,7.42,302.5000000000002,209.99999999999997,302.5000000000002
-I_e4mIh0yE__3,19,the,confirmed,无,7.5425,7.6025,7.4,7.475,False,True,7.42,7.6,122.5000000000005,125.0,142.50000000000006
-I_e4mIh0yE__3,20,mistake,confirmed,无,7.6425,7.9625,7.55,7.9,False,True,7.6,7.82,142.50000000000006,80.00000000000007,92.50000000000026
-I_e4mIh0yE__3,21,twice.,confirmed,起点含/t/爆破(8.05)，/s/尾音延伸至8.46,8.0625,8.3825,8.05,8.46,False,True,7.82,8.32,242.49999999999972,230.00000000000043,77.50000000000057
-yRb-Jum7EQ__5,0,Yesterday,confirmed,词极短(0.2s)，句首,0.1225,0.4825,0.0,0.2,False,True,,,,,282.5
-yRb-Jum7EQ__5,1,Eliav,confirmed,ASR拼作Eliyav，与给定Eliav同一人名,0.6625,0.9225,0.24,0.88,False,True,,,,,422.5
-yRb-Jum7EQ__5,2,Gelman,confirmed,ASR听作Goodman，音近Gelman,1.0225,1.3825,0.88,1.34,False,True,,,,,142.49999999999997
-yRb-Jum7EQ__5,3,lost,confirmed,无,1.4825,1.7425,3.52,3.78,False,True,,,,,2037.5
-yRb-Jum7EQ__5,4,his,confirmed,无,2.7625,3.0625,3.78,4.1,False,True,,,,,1037.4999999999995
-yRb-Jum7EQ__5,5,life,confirmed,无,3.1625,3.3825,4.1,4.38,False,True,,,,,997.5
-yRb-Jum7EQ__5,6,in,confirmed,无,3.7225,3.7625,4.38,4.8,False,True,4.36,4.92,1157.4999999999998,120.00000000000011,1037.4999999999995
-yRb-Jum7EQ__5,7,another,confirmed,无,3.8425,4.5025,4.8,5.28,False,True,,,,,957.5
-yRb-Jum7EQ__5,8,terrorist,not_heard,medium/large均听为'another attack'，another与attack之间无terrorist,4.8425,5.3025,,,False,False,,,,,
-yRb-Jum7EQ__5,9,"attack,",confirmed,无,5.4225,6.0825,5.28,5.98,False,True,,,,,142.50000000000006
-yRb-Jum7EQ__5,10,not,confirmed,实际语流为'this time not',6.2825,6.4825,7.72,7.96,False,True,8.0,8.1,1717.5000000000002,280.0000000000002,1477.5
-yRb-Jum7EQ__5,11,by,uncertain,该位置听为of(置信0.41)，存疑暂定,6.6225,6.7225,7.96,8.18,False,True,,,,,1457.4999999999995
-yRb-Jum7EQ__5,12,the,confirmed,无,7.4225,7.5225,8.18,8.3,False,True,8.1,8.5,977.5,199.9999999999993,777.5000000000008
-yRb-Jum7EQ__5,13,students,confirmed,无,7.5825,8.1425,8.3,8.68,False,True,,,,,717.5000000000011
-yRb-Jum7EQ__5,14,of,confirmed,无,8.1825,8.2825,8.68,8.88,False,True,,,,,597.5000000000001
-yRb-Jum7EQ__5,15,"terrorism,",uncertain,听为terror(置信0.36)，存疑暂定,8.4025,8.7625,8.88,9.16,False,True,,,,,477.5000000000009
-yRb-Jum7EQ__5,16,but,confirmed,无,8.7825,9.0825,9.16,9.38,False,True,,,,,377.4999999999995
-yRb-Jum7EQ__5,17,by,transcript_mismatch,该位置听为of(p0.88),9.2025,9.2825,,,False,False,,,,,
-yRb-Jum7EQ__5,18,those,transcript_mismatch,该位置听为the(p0.85),9.4625,9.7225,,,False,False,,,,,
-yRb-Jum7EQ__5,19,who,transcript_mismatch,该位置听为perpetrators(p0.58),9.8225,10.0425,,,False,False,,,,,
-yRb-Jum7EQ__5,20,teach,not_heard,该位置无teach（实际语流为'perpetrators of terror'）,10.1025,10.2225,,,False,False,,,,,
-yRb-Jum7EQ__5,21,"terrorism,",transcript_mismatch,该位置听为terror(p0.62),10.4425,10.9825,,,False,False,,,,,
-yRb-Jum7EQ__5,22,a,not_heard,听为'of the Palestinian teachers'，无独立a,11.1225,11.1425,,,False,False,,,,,
-yRb-Jum7EQ__5,23,Palestinian,confirmed,无,11.2225,11.7225,10.9,11.12,False,True,,,,,602.5000000000009
-yRb-Jum7EQ__5,24,teacher.,confirmed,听感为复数teachers，ASR置信低(0.20),12.4625,12.8025,11.12,11.7,False,True,,,,,1342.5000000000011
-yRb-Jum7EQ__1,0,it,uncertain,开头段口音重，ASR不可信，按语图语音段暂定，需人工复听,1.0225,1.1025,0.6,0.8,False,True,,,,,422.5
-yRb-Jum7EQ__1,1,comes,uncertain,暂定,2.2425,2.9425,0.8,1.1,False,True,,,,,1842.4999999999998
-yRb-Jum7EQ__1,2,with,transcript_mismatch,medium听为from(p0.97)，与with不符,3.2425,3.6625,,,False,False,,,,,
-yRb-Jum7EQ__1,3,the,uncertain,medium听为an(置信0.15)，存疑暂定,4.5225,4.7625,2.45,2.65,False,True,,,,,2112.5000000000005
-yRb-Jum7EQ__1,4,assistance,uncertain,medium听为attempt(置信0.38)，音近存疑，暂定,5.1625,6.6225,2.65,3.05,False,True,,,,,3572.5
-yRb-Jum7EQ__1,5,and,uncertain,暂定,6.9625,7.0825,3.2,3.4,False,True,,,,,3762.5
-yRb-Jum7EQ__1,6,agitation,uncertain,暂定,7.6825,8.0425,3.4,3.65,False,True,,,,,4392.5
-yRb-Jum7EQ__1,7,of,uncertain,暂定,8.0825,8.1425,4.45,4.75,False,True,,,,,3632.4999999999995
-yRb-Jum7EQ__1,8,states,confirmed,medium亦识别为states，边界按语图语音段,8.1625,8.3825,6.5,7.1,False,True,,,,,1662.4999999999995
-yRb-Jum7EQ__1,9,and,confirmed,无,8.4025,8.5425,7.75,7.95,False,True,,,,,652.4999999999999
-yRb-Jum7EQ__1,10,"regimes,",transcript_mismatch,medium听为police(p0.61)，音近regimes,8.6225,8.8425,,,False,False,,,,,
-yRb-Jum7EQ__1,11,Yesterday,uncertain,位置存疑：large建议8.44-9.12，medium建议9.36-9.70，按语图暂定,9.3025,9.7425,8.7,9.15,False,True,,,,,602.5000000000009
-yRb-Jum7EQ__1,12,Iran,confirmed,无,9.7825,10.0025,9.5,9.98,False,True,,,,,282.5000000000006
-yRb-Jum7EQ__1,13,announced,confirmed,慢读，时长1.4秒,10.0625,11.3825,9.98,11.38,False,True,,,,,82.49999999999957
-yRb-Jum7EQ__1,14,that,confirmed,无,11.4225,11.7225,11.38,11.74,False,True,,,,,42.49999999999865
-yRb-Jum7EQ__1,15,it,confirmed,无,11.8425,11.9025,11.74,11.86,False,True,,,,,102.49999999999915
