sample_id,word_index,word,reference_start_s,reference_end_s,review_status,confidence,reviewer,review_date,playback_rate,reviewer_note,pred_start_s,pred_end_s,automatically_aligned,included_in_accuracy
-s9qJ7ATP7w__1,9,to,,,pending,,,,,,3.2625,3.3425,True,False
-s9qJ7ATP7w__1,10,lose,,,pending,,,,,,3.4025,4.2625,True,False
-iRBcNs9oI8__3,0,"Well,",,,pending,,,,,,0.9025,1.0425,True,False
-iRBcNs9oI8__3,1,it,,,pending,,,,,,1.2225,1.2625,True,False
-iRBcNs9oI8__3,2,is,,,pending,,,,,,1.9825,2.0225,True,False
-iRBcNs9oI8__3,3,the,,,pending,,,,,,2.2825,2.4225,True,False
-iRBcNs9oI8__3,4,secret,,,pending,,,,,,3.3225,3.6225,True,False
-iRBcNs9oI8__3,5,of,,,pending,,,,,,3.8425,3.9825,True,False
-iRBcNs9oI8__3,6,power,,,pending,,,,,,4.4025,4.9425,True,False
-iRBcNs9oI8__3,7,pose,,,pending,,,,,,5.1025,5.4425,True,False
-hnBHBN8p5A__6,0,"Discussion,",,,pending,,,,,,0.3025,0.6225,True,False
-hnBHBN8p5A__6,1,how,,,pending,,,,,,0.6825,0.8025,True,False
-hnBHBN8p5A__6,2,to,,,pending,,,,,,0.8625,0.9225,True,False
-hnBHBN8p5A__6,3,discuss,,,pending,,,,,,0.9425,1.2425,True,False
-hnBHBN8p5A__6,4,ideas,,,pending,,,,,,1.6025,1.7225,True,False
-hnBHBN8p5A__6,5,and,,,pending,,,,,,1.7625,1.8425,True,False
-hnBHBN8p5A__6,6,opinions,,,pending,,,,,,1.8625,2.2025,True,False
-hnBHBN8p5A__6,7,more,,,pending,,,,,,3.8825,4.0625,True,False
-hnBHBN8p5A__6,8,effectively,,,pending,,,,,,4.1225,4.5425,True,False
-hnBHBN8p5A__6,9,than,,,pending,,,,,,4.6225,4.8825,True,False
-hnBHBN8p5A__6,10,a,,,pending,,,,,,5.7425,5.7625,True,False
-hnBHBN8p5A__6,11,native,,,pending,,,,,,5.8825,6.0225,True,False
-hnBHBN8p5A__6,12,speaker,,,pending,,,,,,6.0425,6.3225,True,False
-s9qJ7ATP7w__7,0,I,,,pending,,,,,,0.5625,0.5825,True,False
-s9qJ7ATP7w__7,1,used,,,pending,,,,,,0.6825,0.7825,True,False
-s9qJ7ATP7w__7,2,to,,,pending,,,,,,0.8025,0.8625,True,False
-s9qJ7ATP7w__7,3,work,,,pending,,,,,,0.8825,0.9825,True,False
-s9qJ7ATP7w__7,4,for,,,pending,,,,,,1.0425,1.1225,True,False
-s9qJ7ATP7w__7,5,Warren,,,pending,,,,,,1.1625,1.4025,True,False
-s9qJ7ATP7w__7,6,"Avis,",,,pending,,,,,,1.4425,1.6825,True,False
-s9qJ7ATP7w__7,7,the,,,pending,,,,,,1.9225,1.9825,True,False
-s9qJ7ATP7w__7,8,guy,,,pending,,,,,,2.0225,2.1225,True,False
-s9qJ7ATP7w__7,9,who,,,pending,,,,,,2.1625,2.2225,True,False
-s9qJ7ATP7w__7,10,started,,,pending,,,,,,2.2625,2.5225,True,False
-s9qJ7ATP7w__7,11,Avis,,,pending,,,,,,2.5425,2.7625,True,False
-s9qJ7ATP7w__7,12,Rent,,,pending,,,,,,2.8025,2.9625,True,False
-s9qJ7ATP7w__7,13,a,,,pending,,,,,,2.9825,3.0025,True,False
-s9qJ7ATP7w__7,14,"Car,",,,pending,,,,,,3.0625,3.1825,True,False
-s9qJ7ATP7w__7,15,and,,,pending,,,,,,3.2225,3.2825,True,False
-s9qJ7ATP7w__7,16,he,,,pending,,,,,,3.3225,3.3625,True,False
-s9qJ7ATP7w__7,17,said,,,pending,,,,,,3.4425,3.6225,True,False
-s9qJ7ATP7w__7,18,to,,,pending,,,,,,3.6425,3.6825,True,False
-s9qJ7ATP7w__7,19,me,,,pending,,,,,,3.7025,3.7625,True,False
-s9qJ7ATP7w__7,20,one,,,pending,,,,,,3.8825,3.9825,True,False
-s9qJ7ATP7w__7,21,"day,",,,pending,,,,,,4.0225,4.1825,True,False
-s9qJ7ATP7w__7,22,"""Robert,",,,pending,,,,,,4.8225,5.1025,True,False
-s9qJ7ATP7w__7,23,"""what's",,,pending,,,,,,5.1625,5.3425,True,False
-s9qJ7ATP7w__7,24,the,,,pending,,,,,,5.3825,5.4425,True,False
-s9qJ7ATP7w__7,25,purpose,,,pending,,,,,,5.5025,5.8025,True,False
-s9qJ7ATP7w__7,26,of,,,pending,,,,,,5.8425,5.8825,True,False
-s9qJ7ATP7w__7,27,business,,,pending,,,,,,5.9425,6.6225,True,False
-wny0OAz3g8__7,0,Omi,,,pending,,,,,,0.1625,0.6825,True,False
-wny0OAz3g8__7,1,and,,,pending,,,,,,0.7425,0.8025,True,False
-wny0OAz3g8__7,2,Winant,,,pending,,,,,,0.8225,1.0625,True,False
-wny0OAz3g8__7,3,argue,,,pending,,,,,,1.1425,1.3225,True,False
-wny0OAz3g8__7,4,that,,,pending,,,,,,1.3625,1.4425,True,False
-wny0OAz3g8__7,5,the,,,pending,,,,,,1.4625,1.5425,True,False
-wny0OAz3g8__7,6,concept,,,pending,,,,,,1.5825,1.9025,True,False
-wny0OAz3g8__7,7,of,,,pending,,,,,,1.9625,2.0025,True,False
-wny0OAz3g8__7,8,race,,,pending,,,,,,2.0625,2.2425,True,False
-wny0OAz3g8__7,9,came,,,pending,,,,,,2.3225,2.4625,True,False
-wny0OAz3g8__7,10,about,,,pending,,,,,,2.5225,2.6825,True,False
-wny0OAz3g8__7,11,as,,,pending,,,,,,2.7425,2.7825,True,False
-wny0OAz3g8__7,12,a,,,pending,,,,,,2.8425,2.8625,True,False
-wny0OAz3g8__7,13,tool,,,pending,,,,,,2.9225,3.1225,True,False
-wny0OAz3g8__7,14,to,,,pending,,,,,,3.2025,3.2625,True,False
-wny0OAz3g8__7,15,justify,,,pending,,,,,,3.3225,3.7625,True,False
-wny0OAz3g8__7,16,and,,,pending,,,,,,3.8825,3.9625,True,False
-wny0OAz3g8__7,17,maintain,,,pending,,,,,,4.0025,4.4025,True,False
-wny0OAz3g8__7,18,the,,,pending,,,,,,4.5425,4.6225,True,False
-wny0OAz3g8__7,19,economic,,,pending,,,,,,4.7025,5.0625,True,False
-wny0OAz3g8__7,20,and,,,pending,,,,,,5.1425,5.2025,True,False
-wny0OAz3g8__7,21,political,,,pending,,,,,,5.2425,5.6025,True,False
-wny0OAz3g8__7,22,power,,,pending,,,,,,5.6625,5.9425,True,False
-wny0OAz3g8__7,23,held,,,pending,,,,,,6.0425,6.2225,True,False
-wny0OAz3g8__7,24,by,,,pending,,,,,,6.2625,6.3425,True,False
-wny0OAz3g8__7,25,those,,,pending,,,,,,6.3825,6.5425,True,False
-wny0OAz3g8__7,26,of,,,pending,,,,,,6.6025,6.6425,True,False
-wny0OAz3g8__7,27,European,,,pending,,,,,,6.7025,7.0625,True,False
-wny0OAz3g8__7,28,descent,,,pending,,,,,,7.1225,7.7625,True,False
-I_e4mIh0yE__3,0,It's,,,pending,,,,,,0.5825,0.7225,True,False
-I_e4mIh0yE__3,1,perceived,,,pending,,,,,,0.9225,1.4425,True,False
-I_e4mIh0yE__3,2,that,,,pending,,,,,,1.5425,1.6625,True,False
-I_e4mIh0yE__3,3,you,,,pending,,,,,,1.7025,2.0425,True,False
-I_e4mIh0yE__3,4,have,,,pending,,,,,,3.1025,3.3625,True,False
-I_e4mIh0yE__3,5,actually,,,pending,,,,,,3.4225,3.7025,True,False
-I_e4mIh0yE__3,6,learned,,,pending,,,,,,3.8025,4.0825,True,False
-I_e4mIh0yE__3,7,"something,",,,pending,,,,,,4.2625,4.6825,True,False
-I_e4mIh0yE__3,8,over,,,pending,,,,,,5.4625,5.5825,True,False
-I_e4mIh0yE__3,9,the,,,pending,,,,,,5.6425,5.7025,True,False
-I_e4mIh0yE__3,10,course,,,pending,,,,,,5.7425,5.9425,True,False
-I_e4mIh0yE__3,11,of,,,pending,,,,,,5.9625,6.0225,True,False
-I_e4mIh0yE__3,12,your,,,pending,,,,,,6.0425,6.1625,True,False
-I_e4mIh0yE__3,13,"carreer,",,,pending,,,,,,6.2225,6.4425,True,False
-I_e4mIh0yE__3,14,and,,,pending,,,,,,6.4825,6.5425,True,False
-I_e4mIh0yE__3,15,that,,,pending,,,,,,6.5625,6.6425,True,False
-I_e4mIh0yE__3,16,you,,,pending,,,,,,6.6825,6.7825,True,False
-I_e4mIh0yE__3,17,won't,,,pending,,,,,,6.8425,7.0425,True,False
-I_e4mIh0yE__3,18,make,,,pending,,,,,,7.3425,7.5025,True,False
-I_e4mIh0yE__3,19,the,,,pending,,,,,,7.5425,7.6025,True,False
-I_e4mIh0yE__3,20,mistake,,,pending,,,,,,7.6425,7.9625,True,False
-I_e4mIh0yE__3,21,twice.,,,pending,,,,,,8.0625,8.3825,True,False
-yRb-Jum7EQ__5,0,Yesterday,,,pending,,,,,,0.1225,0.4825,True,False
-yRb-Jum7EQ__5,1,Eliav,,,pending,,,,,,0.6625,0.9225,True,False
-yRb-Jum7EQ__5,2,Gelman,,,pending,,,,,,1.0225,1.3825,True,False
-yRb-Jum7EQ__5,3,lost,,,pending,,,,,,1.4825,1.7425,True,False
-yRb-Jum7EQ__5,4,his,,,pending,,,,,,2.7625,3.0625,True,False
-yRb-Jum7EQ__5,5,life,,,pending,,,,,,3.1625,3.3825,True,False
-yRb-Jum7EQ__5,6,in,,,pending,,,,,,3.7225,3.7625,True,False
-yRb-Jum7EQ__5,7,another,,,pending,,,,,,3.8425,4.5025,True,False
-yRb-Jum7EQ__5,8,terrorist,,,pending,,,,,,4.8425,5.3025,True,False
-yRb-Jum7EQ__5,9,"attack,",,,pending,,,,,,5.4225,6.0825,True,False
-yRb-Jum7EQ__5,10,not,,,pending,,,,,,6.2825,6.4825,True,False
-yRb-Jum7EQ__5,11,by,,,pending,,,,,,6.6225,6.7225,True,False
-yRb-Jum7EQ__5,12,the,,,pending,,,,,,7.4225,7.5225,True,False
-yRb-Jum7EQ__5,13,students,,,pending,,,,,,7.5825,8.1425,True,False
-yRb-Jum7EQ__5,14,of,,,pending,,,,,,8.1825,8.2825,True,False
-yRb-Jum7EQ__5,15,"terrorism,",,,pending,,,,,,8.4025,8.7625,True,False
-yRb-Jum7EQ__5,16,but,,,pending,,,,,,8.7825,9.0825,True,False
-yRb-Jum7EQ__5,17,by,,,pending,,,,,,9.2025,9.2825,True,False
-yRb-Jum7EQ__5,18,those,,,pending,,,,,,9.4625,9.7225,True,False
-yRb-Jum7EQ__5,19,who,,,pending,,,,,,9.8225,10.0425,True,False
-yRb-Jum7EQ__5,20,teach,,,pending,,,,,,10.1025,10.2225,True,False
-yRb-Jum7EQ__5,21,"terrorism,",,,pending,,,,,,10.4425,10.9825,True,False
-yRb-Jum7EQ__5,22,a,,,pending,,,,,,11.1225,11.1425,True,False
-yRb-Jum7EQ__5,23,Palestinian,,,pending,,,,,,11.2225,11.7225,True,False
-yRb-Jum7EQ__5,24,teacher.,,,pending,,,,,,12.4625,12.8025,True,False
-yRb-Jum7EQ__1,0,it,,,pending,,,,,,1.0225,1.1025,True,False
-yRb-Jum7EQ__1,1,comes,,,pending,,,,,,2.2425,2.9425,True,False
-yRb-Jum7EQ__1,2,with,,,pending,,,,,,3.2425,3.6625,True,False
-yRb-Jum7EQ__1,3,the,,,pending,,,,,,4.5225,4.7625,True,False
-yRb-Jum7EQ__1,4,assistance,,,pending,,,,,,5.1625,6.6225,True,False
-yRb-Jum7EQ__1,5,and,,,pending,,,,,,6.9625,7.0825,True,False
-yRb-Jum7EQ__1,6,agitation,,,pending,,,,,,7.6825,8.0425,True,False
-yRb-Jum7EQ__1,7,of,,,pending,,,,,,8.0825,8.1425,True,False
-yRb-Jum7EQ__1,8,states,,,pending,,,,,,8.1625,8.3825,True,False
-yRb-Jum7EQ__1,9,and,,,pending,,,,,,8.4025,8.5425,True,False
-yRb-Jum7EQ__1,10,"regimes,",,,pending,,,,,,8.6225,8.8425,True,False
-yRb-Jum7EQ__1,11,Yesterday,,,pending,,,,,,9.3025,9.7425,True,False
-yRb-Jum7EQ__1,12,Iran,,,pending,,,,,,9.7825,10.0025,True,False
-yRb-Jum7EQ__1,13,announced,,,pending,,,,,,10.0625,11.3825,True,False
-yRb-Jum7EQ__1,14,that,,,pending,,,,,,11.4225,11.7225,True,False
-yRb-Jum7EQ__1,15,it,,,pending,,,,,,11.8425,11.9025,True,False
-yRb-Jum7EQ__1,16,will,,,pending,,,,,,11.9425,12.0825,True,False
-yRb-Jum7EQ__1,17,finance,,,pending,,,,,,12.1825,12.8625,True,False
-yRb-Jum7EQ__1,18,the,,,pending,,,,,,13.8425,14.0225,True,False
-yRb-Jum7EQ__1,19,families,,,pending,,,,,,14.2425,14.5625,True,False
-yRb-Jum7EQ__1,20,of,,,pending,,,,,,14.8225,14.8825,True,False
-yRb-Jum7EQ__1,21,the,,,pending,,,,,,14.9825,15.1625,True,False
-yRb-Jum7EQ__1,22,terrorists,,,pending,,,,,,15.2825,16.0425,True,False
-yRb-Jum7EQ__1,23,and,,,pending,,,,,,16.1425,16.2025,True,False
-yRb-Jum7EQ__1,24,murderers,,,pending,,,,,,16.2225,16.5225,True,False
-yRb-Jum7EQ__1,25,this,,,pending,,,,,,16.5625,16.7825,True,False
-yRb-Jum7EQ__1,26,shows,,,pending,,,,,,17.5825,17.6825,True,False
-yRb-Jum7EQ__1,27,that,,,pending,,,,,,17.7025,17.8025,True,False
-yRb-Jum7EQ__1,28,"Iran,",,,pending,,,,,,17.8625,18.0225,True,False
-yRb-Jum7EQ__1,29,even,,,pending,,,,,,18.1825,18.5225,True,False
-yRb-Jum7EQ__1,30,after,,,pending,,,,,,18.7825,19.0425,True,False
-yRb-Jum7EQ__1,31,the,,,pending,,,,,,19.0825,19.1425,True,False
-yRb-Jum7EQ__1,32,nuclear,,,pending,,,,,,19.1825,19.3225,True,False
-yRb-Jum7EQ__1,33,"agreement,",,,pending,,,,,,19.4025,19.8225,True,False
-yRb-Jum7EQ__1,34,is,,,pending,,,,,,20.2625,20.4025,True,False
-yRb-Jum7EQ__1,35,continuing,,,pending,,,,,,20.5625,21.8225,True,False
-yRb-Jum7EQ__1,36,to,,,pending,,,,,,21.8425,21.9025,True,False
-yRb-Jum7EQ__1,37,aid,,,pending,,,,,,22.0225,22.0825,True,False
-yRb-Jum7EQ__1,38,"terrorism,",,,pending,,,,,,22.1225,22.8425,True,False
-yRb-Jum7EQ__1,39,including,,,pending,,,,,,23.0625,24.0025,True,False
-yRb-Jum7EQ__1,40,Palestinian,,,pending,,,,,,24.1025,24.8825,True,False
-yRb-Jum7EQ__1,41,"terrorism,",,,pending,,,,,,24.9825,25.4625,True,False
-yRb-Jum7EQ__1,42,Hezbollah,,,pending,,,,,,25.5225,26.0625,True,False
-yRb-Jum7EQ__1,43,terrorism,,,pending,,,,,,26.8425,27.3025,True,False
-yRb-Jum7EQ__1,44,and,,,pending,,,,,,27.3825,27.4825,True,False
-yRb-Jum7EQ__1,45,its,,,pending,,,,,,27.6025,27.7025,True,False
-yRb-Jum7EQ__1,46,assistance,,,pending,,,,,,27.7825,28.1425,True,False
-yRb-Jum7EQ__1,47,to,,,pending,,,,,,28.2025,28.2825,True,False
-yRb-Jum7EQ__1,48,Hamas.,,,pending,,,,,,28.3425,28.6825,True,False
